,contract address,Token_id,sales_price,timestamp,owner_id,bids_count,sales_count,parcels_list,parcels_count,status (label),"adjacency [road, district, plaza]",coordination-est,mana_price,land_price
1009,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,115792089237316195423570985008687907833193325017305194695118482169438805164020,5188000000000000000000,1646312765000,0x20a8e7f27b5ba77fd41ce225a977c04a2f88330f,1,1,"['-60,-12']",1,parcel,"[[8, 3, 0]]","[-60.0, -12.0]",2.648545470354013,1.374065390019662e+22
1010,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,115792089237316195423570985008687907835235019218830825475898729814029414432737,5198000000000000000000,1643755316000,0xe1c16e2278b5ed608eed8ce226594f51b52cc485,0,3,"['-54,-31']",1,parcel,"[[2, 0, 0]]","[-54.0, -31.0]",2.697334799791993,1.4020746289318782e+22
1011,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,115792089237316195423570985008687907816179206671258271521949751797850394591193,10000000000000000000000,1645072772000,0x6e27bd2f98ea43a8ccb454482e73ff7a9da623ec,1,2,"['-110,-39']",1,parcel,"[[0, 0, 0]]","[-110.0, -39.0]",3.281030614668921,3.281030614668921e+22
1012,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,15312706511442230855851857334429569515420,5148000000000000000000,1642854152000,0x7990eb65e43f9648b37c15d544862a5964da91e3,0,3,"['44,-100']",1,parcel,"[[2, 0, 0]]","[44.0, -100.0]",2.0414460677600186,1.0509364356828577e+22
1013,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,115792089237316195423570985008687907815158359570495456131559627975555089956820,5250000000000000000000,1644617390000,0x56d358bbbac4ca788a714b66729ef855e80fce63,0,1,"['-113,-44']",1,parcel,"[[1, 0, 0]]","[-113.0, -44.0]",2.934937766523291,1.5408423274247277e+22
1014,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,115792089237316195423570985008687907842040666557249594745166221962664778661780,6450000000000000000000,1642759369000,0xa3a829883cf70e9fc171a852235a7326207dedde,0,1,"['-34,-108']",1,parcel,"[[0, 0, 0]]","[-34.0, -108.0]",2.6360883603314003,1.700276992413753e+22
1015,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,115792089237316195423570985008687907828429371880412056206631237665394050203685,5287000000000000000000,1641962484000,0x224903975fffc090400da372b2e8256e6cb8209d,0,1,"['-73,37']",1,parcel,"[[0, 3, 0]]","[-73.0, 37.0]",2.943249112150101,1.5560958055937586e+22
1016,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,115792089237316195423570985008687907828429371880412056206631237665394050203686,5287000000000000000000,1641183355000,0x134c2d86cd7439aff217a98d58549da30c937380,0,1,"['-73,38', '-64,-130', '-32,-23']",3,road,"[[0, 2, 0], [0, 0, 0], [0, 0, 0]]","[-56.333333333333336, -38.333333333333336]",3.3512812933629488,1.7718224198009912e+22
1017,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,49340943203536077202189318077606390661106,4033000000000000000000,1645433413000,0x29519122d08771ca4c83c8e3fa981df18721f76d,1,2,"['144,-14']",1,parcel,"[[5, 0, 0]]","[144.0, -14.0]",2.7121559002340634,1.0938124745643976e+22
1018,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,115792089237316195423570985008687907813797230102811702277706129545828017110940,5060000000000000000000,1642289852000,0x7db02408489989f0cac3e4373cf53f243cf18ad9,0,2,"['-117,-100']",1,parcel,"[[6, 0, 0]]","[-117.0, -100.0]",2.9998911780482875,1.5179449360924335e+22
1019,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,115792089237316195423570985008687907844422643125696163989409844214687156142031,7999000000000000000000,1641480826000,0x959e104e1a4db6317fa58f8295f586e1a978c297,0,1,[],0,,[],[0],3.3829650695793463,2.706033759156519e+22
1020,0x959e104e1a4db6317fa58f8295f586e1a978c297,4665,49999000000000000000000,1644844124000,0xe60ee8291ed3d0f06d73a5d05f4abbe3a52783ac,0,1,"['55,-8', '55,-9', '55,-10', '56,-8', '56,-9', '56,-10', '57,-8', '57,-9', '57,-10']",9,land,"[[3, 0, 0], [3, 0, 0], [3, 0, 0], [4, 0, 0], [4, 0, 0], [4, 0, 0], [5, 0, 0], [5, 0, 0], [5, 0, 0]]","[56.0, -9.0]",2.851976334924339,1.4259596476988204e+23
1021,0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,1361129467683753853853498429727072845788,5599000000000000000000,1641699236000,0xde4a3780b70bdcb87d0a78a008ea3d216e307c6b,1,2,"['2,-36', '3,-36']",2,road,"[[0, 0, 0], [1, 0, 0]]","[2.5, -36.0]",2.954629844358916,1.654297249856557e+22
